"","ticker","etf_name"
"410","105010","TIGER ¶óÆ¾35"
"411","304670","KODEX ¹Ì±¹Ã¤¿ïÆ®¶ó30³â¼±¹°ÀÎ¹ö½º(H)"
"412","291610","KOSEF ÄÚ½º´Ú150¼±¹°"
"413","138540","TIGER Çö´ëÂ÷±×·ì+ÆÝ´õ¸àÅÐ"
"414","228800","TIGER ¿©Çà·¹Àú"
"415","278420","ARIRANG ESG¿ì¼ö±â¾÷"
"416","300310","KBSTAR KQ¸ð¸àÅÒ¹ë·ù"
"417","280940","KODEX °ñµå¼±¹°ÀÎ¹ö½º(H)"
"418","244670","KODEX ¹ë·ùPlus"
"419","266140","TIGER Áö¼Ó¹è´ç"
"420","295020","KBSTAR ±¹Ã¤¼±¹°10³âÀÎ¹ö½º"
"421","334700","KBSTAR ÆÈ¶óµã¼±¹°ÀÎ¹ö½º(H)"
"422","157500","TIGER Áõ±Ç"
"423","140710","KODEX ¿î¼Û"
"424","139240","TIGER 200 Ã¶°­¼ÒÀç"
"425","287320","KBSTAR 200»ê¾÷Àç"
"426","287310","KBSTAR 200°æ±â¼ÒºñÀç"
"427","287300","KBSTAR 200°Ç¼³"
"428","292110","TIGER ´ëÇü°¡Ä¡"
"429","291890","KODEX MSCI EM¼±¹°(H)"
"430","300290","KBSTAR Áß¼ÒÇü¸ð¸àÅÒ¹ë·ù"
"431","267500","KBSTAR ¹Ì±¹Àå±â±¹Ã¤¼±¹°ÀÎ¹ö½º2X(ÇÕ¼º H)"
"432","275540","ÆÄ¿ö ½º¸¶Æ®¹ë·ù"
"433","227550","TIGER 200 »ê¾÷Àç"
"434","091220","TIGER ÀºÇà"
"435","300280","KBSTAR Áß¼ÒÇü¸ð¸àÅÒ·Î¿ìº¼"
"436","253990","TIGER ´ë¸¸TAIEX¼±¹°(H)"
"437","217770","TIGER ¿øÀ¯¼±¹°ÀÎ¹ö½º(H)"
"438","285020","KBSTAR 200Ã¶°­¼ÒÀç"
"439","284980","KBSTAR 200±ÝÀ¶"
"440","139310","TIGER ±Ý¼Ó¼±¹°(H)"
"441","097750","TREX Áß¼ÒÇü°¡Ä¡"
"442","285010","KBSTAR 200Áß°ø¾÷"
"443","309170","ARIRANG KRX300IT"
"444","222200","ARIRANG ½º¸¶Æ®º£Å¸ Quality"
"445","284990","KBSTAR 200¿¡³ÊÁöÈ­ÇÐ"
"446","295820","ARIRANG 200µ¿ÀÏ°¡Áß"
"447","236460","ARIRANG ½º¸¶Æ®º£Å¸ LowVOL"
"448","222180","ARIRANG ½º¸¶Æ®º£Å¸ Value"
"449","267300","TIGER ÄÚ½º´Ú150·Î¿ìº¼"
"450","309180","ARIRANG KRX300±ÝÀ¶"
"451","309200","ARIRANG KRX300ÀÚÀ¯¼ÒºñÀç"
"452","222190","ARIRANG ½º¸¶Æ®º£Å¸ Momentum"
"453","309190","ARIRANG KRX300»ê¾÷Àç"
